probe,ke,target,meanhA,meanErrhA,stdhA,stdErrhA,meannhN,meanErrhN,stdhN,stdErrhN,meanINCL,meanErrINCL,stdINCL,stdErrINCL,meanGeant4,meanErrGeant4,stdGeant4,stdErrGeant4211,1.075,1000060120,5.21659,1.64217,1.54039,1.28327,5.86836,10.7982,4.32325,14.6583,2.00062,11.7999,9.79406,17.3971,2.00012,15.6484,7.88329,17.303
211,0.825,1000060120,4.92635,1.38603,1.3234,1.07041,7.61696,4.97916,3.51837,6.16768,6.85151,9.22422,6.34057,23.3655,2,15.0738,7.68591,18.2046
211,0.075,1000060120,2,11.9563,0.648916,0.461465,2.00001,17.5735,2.96628,2.12496,4.45816,9.1562,3.43885,6.18028,2.00023,17.982,2.4658,1.7257
211,1.325,1000060120,5.58342,1.63459,1.57418,1.25797,8.3451,6.13886,3.61893,6.66585,2.00001,16.929,7.90732,17.5156,2.0004,9.93644,4.309,3.991
211,0.325,1000060120,4.46857,1.04571,1.02031,0.789967,4.17663,9.47474,3.38508,5.87784,4.85573,10.5056,4.39579,14.2107,2.04551,11.7531,4.54989,6.32018
211,1.825,1000060120,6.07933,1.83381,1.77141,1.42938,8.38277,4.25656,2.79299,3.92637,3.20817,17.3065,4.00762,13.4751,2,17.989,4.43674,4.22449
211,0.575,1000060120,4.71175,1.27659,1.22049,0.984667,6.49831,5.17971,3.71919,6.86494,3.04859,16.6031,7.77921,18.7127,2,17.6594,4.05804,3.52991
211,1.575,1000060120,5.86558,1.67607,1.62975,1.28223,9.14656,14.3075,7.97882,21.2336,2.00096,12.978,6.21488,9.40363,2.00261,14.054,9.81803,15.576
211,1.125,1000060120,5.37111,1.57769,1.51097,1.21759,6.41886,4.43977,3.31443,5.30399,2.06171,15.8884,13.3896,19.8191,2.00001,9.59745,4.8607,5.13056
211,0.875,1000060120,4.99661,1.53213,1.43615,1.19669,6.73873,3.89105,3.10484,4.53703,4.36638,10.1745,7.07662,23.7502,2.0029,15.9186,10.0417,16.2933
211,0.125,1000060120,2,11.9322,1.2247,0.854349,2.00024,17.9977,2.99427,2.14948,4.14951,11.2084,3.74961,7.32388,2.00001,17.2245,2.72673,1.92345
211,1.375,1000060120,5.64369,1.70772,1.63559,1.32281,7.08568,6.23067,4.24047,14.7892,4.69809,9.66717,7.27762,21.8523,2.00002,17.2106,4.43717,4.28278
211,0.375,1000060120,4.51206,1.05651,1.03195,0.797,5.57937,4.31707,2.96427,4.17135,4.51074,14.1355,4.72659,13.6226,2,16.8974,4.11661,3.58177
211,1.875,1000060120,6.12608,1.691,1.65831,1.28095,10.0615,10.8928,5.01702,13.1997,2.0001,9.21879,4.17552,4.43798,2,17.3737,6.11198,8.40003
211,0.625,1000060120,4.80366,1.25346,1.21116,0.957956,6.01991,10.5967,4.86465,13.993,5.58935,13.6714,6.11613,21.2799,2.00002,16.5436,4.87659,5.13058
211,1.625,1000060120,5.96519,1.66345,1.62619,1.26534,8.29137,5.13274,3.20673,5.22698,3.83905,10.3283,6.85551,23.8405,2.00047,15.6642,5.61805,6.97726
211,1.175,1000060120,5.43405,1.56912,1.51034,1.20622,6.72028,4.80326,3.47712,6.09693,2.00175,12.8305,13.4708,18.047,2.00001,11.5838,5.33104,6.22732
211,0.925,1000060120,5.14272,1.4465,1.38985,1.11217,7.51943,6.8269,4.45084,14.6667,5.62436,12.5003,5.75725,19.4054,2.00109,10.5823,11.037,21.4501
211,0.175,1000060120,2.00006,16.5388,1.71934,1.19732,2.00028,9.3548,3.35711,2.51685,4.16991,13.3292,4.1613,14.0785,2.00003,14.2777,3.20823,2.35695
211,1.425,1000060120,5.7122,1.61891,1.5724,1.23639,7.15445,11.573,4.9277,13.5859,2.00018,9.48539,5.93941,8.67818,2.00001,17.9689,3.92617,3.29444
211,0.425,1000060120,4.55037,1.1619,1.11873,0.890724,4.45368,10.0329,3.87181,14.0908,3.67495,10.4726,5.51729,16.4409,2.00002,16.9429,4.01868,3.45046
211,1.925,1000060120,6.23179,1.76828,1.72917,1.35818,9.11046,5.69174,3.00677,4.6929,2.00002,16.8136,4.50526,4.60536,2.00007,16.0518,3.69374,2.92196
211,0.675,1000060120,4.81205,1.35912,1.29168,1.05304,7.06915,6.54139,4.45885,14.7172,5.68401,10.7001,10.2576,20.949,2.00001,17.0844,4.46476,4.24012
211,1.675,1000060120,6.04278,1.6995,1.66088,1.29664,6.52796,9.58411,6.23711,20.9441,2.00341,17.1772,8.04856,17.5766,2.00064,17.7064,6.12452,8.65723
