probe,ke,target,meanhA,meanErrhA,stdhA,stdErrhA,meannhN,meanErrhN,stdhN,stdErrhN,meanINCL,meanErrINCL,stdINCL,stdErrINCL,meanGeant4,meanErrGeant4,stdGeant4,stdErrGeant4
211,1.025,1000060120,4.61619,14.2352,3.7424,6.83387,2.0603,1.34955,1.33957,0.973061,2.44762,0.721686,0.721197,0.502283,1.99012,1.0915,1.09085,0.767841
211,0.275,1000060120,2.32386,5.89093,3.38106,4.64897,2.36291,1.32532,1.30679,0.963628,2.34246,0.834666,0.834633,0.584772,2.19753,0.994113,0.993806,0.696514
211,1.525,1000060120,6.45749,24.2725,3.76227,12.3016,2.23648,1.22511,1.21945,0.875777,2.55336,0.651637,0.649123,0.444185,1.89345,1.39122,1.38165,1.00131
211,0.525,1000060120,3.32681,8.68485,3.57883,5.59215,2.43598,1.33107,1.30756,0.97159,2.34762,0.796623,0.796575,0.557813,2.03149,0.971203,0.9711,0.67983
211,2.025,1000060120,7.21605,28.889,3.5071,10.5079,1.82044,1.26306,1.26019,0.894619,2.37499,0.819751,0.819709,0.574189,1.66742,1.33755,1.33366,0.950176
211,0.775,1000060120,4.60937,16.4199,4.13678,7.90136,2.13186,1.39991,1.38379,1.01867,2.42962,0.775008,0.774884,0.541829,2.05957,1.01491,1.01465,0.711226
211,1.775,1000060120,6.34806,22.2025,3.48559,11.54,2.02982,1.31704,1.30965,0.943429,2.40562,0.783508,0.783415,0.54817,1.65721,1.24943,1.24781,0.881727
211,0.075,1000180400,2.33009,0.909395,0.909393,0.636905,1.95822,1.77158,1.77158,1.24076,0.839365,1.32366,1.32366,0.927275,1.1742,1.28122,1.28122,0.897506
211,0.325,1000180400,1.73056,3.3648,3.3648,2.35701,1.55984,2.20904,2.20904,1.54704,0.962945,1.48545,1.48545,1.04045,1.14121,1.47656,1.47656,1.03471
211,0.825,1000180400,2.83547,3.49645,3.49643,2.44968,0.66722,2.58022,2.58022,1.80702,0.576715,1.81982,1.81982,1.27424,0.487514,1.62205,1.62205,1.13632
211,0.575,1000180400,2.1763,3.51919,3.51918,2.46531,0.831579,2.53885,2.53885,1.77836,0.759864,1.69449,1.69449,1.18712,0.792519,1.57137,1.57137,1.10085
211,1.075,1000180400,3.22088,3.63843,3.63836,2.55575,0.811582,2.4771,2.4771,1.73252,0.673962,1.90689,1.90689,1.33589,0.331538,1.65082,1.65082,1.15628
211,1.325,1000180400,4.07755,3.71264,3.71233,2.60456,0.716152,2.7034,2.7034,1.89365,0.510438,2.12662,2.12662,1.48787,0.252318,1.69632,1.69632,1.18834
211,1.575,1000180400,4.68267,3.68268,3.68216,2.57958,0.664794,2.5971,2.5971,1.81961,0.729167,1.95409,1.95409,1.36742,0.112245,1.67687,1.67687,1.17631
211,1.825,1000180400,5.10889,3.73891,3.73788,2.62468,0.125,2.78599,2.78599,1.95176,0.512346,1.77021,1.77021,1.23931,0.055814,1.76531,1.76531,1.23663
211,0.075,1000080160,2.37692,0.681286,0.680128,0.471643,2.35965,1.25991,1.24729,0.908955,1.9573,1.18518,1.18251,0.837535,2.06758,1.03613,1.03575,0.726322
211,0.325,1000080160,2.6804,8.01559,3.75459,5.94493,2.25134,1.54922,1.50125,1.15598,2.30447,0.991376,0.990933,0.696789,2.27359,1.09343,1.09179,0.771501
211,0.575,1000080160,3.80149,13.2185,4.12036,7.59768,2.09532,1.53343,1.49826,1.13327,2.33678,0.965224,0.964898,0.677817,2.1646,1.07148,1.07061,0.753532
211,1.075,1000080160,5.19697,17.7693,3.80394,13.687,2.19594,1.71974,1.64491,1.30512,2.4355,0.967175,0.966681,0.679819,2.0706,1.2182,1.21467,0.8659
211,0.825,1000080160,4.74677,17.84,4.17864,15.0216,2.07629,1.71466,1.64806,1.29309,2.36204,0.911105,0.910972,0.63885,2.12741,1.26874,1.26248,0.905976
211,1.575,1000080160,7.04806,31.9989,3.97433,11.9729,2.12913,1.53936,1.49282,1.13877,2.52441,0.842996,0.842914,0.592444,1.82822,1.2664,1.2634,0.897999
211,1.325,1000080160,6.46926,28.6495,4.22976,13.4079,2.11887,1.585,1.54178,1.17976,2.42948,0.910909,0.910732,0.638145,1.91272,1.28328,1.2744,0.9129
211,0.075,1000260560,2.28705,1.08075,1.08075,0.756397,2.10662,1.84782,1.84782,1.29417,1.62208,1.32812,1.32812,0.930314,1.85085,1.32121,1.32121,0.925479
211,0.575,1000260560,1.90986,3.51691,3.5169,2.45895,1.15138,2.81956,2.81956,1.97524,1.54923,1.70149,1.70149,1.1944,1.81732,1.65307,1.65307,1.15806
211,1.825,1000080160,7.49282,39.0882,4.13125,11.3918,1.83771,1.31615,1.31135,0.938103,2.3871,0.844367,0.844321,0.591422,1.92452,1.28001,1.27573,0.9102
211,0.325,1000260560,1.62286,3.53348,3.53348,2.47551,1.68761,2.41432,2.41432,1.68922,1.77374,1.49548,1.49548,1.04764,2.03182,1.55972,1.55972,1.09362
211,1.075,1000260560,2.96461,3.8265,3.82634,2.67844,1.10939,3.13093,3.13093,2.19161,1.21283,2.09629,2.09629,1.46833,1.52174,1.83197,1.83197,1.2797
211,0.825,1000260560,2.55874,3.72566,3.72561,2.6105,0.967785,2.99578,2.99578,2.09796,1.32052,1.90222,1.90222,1.33236,1.66455,1.78443,1.78443,1.25008
211,1.575,1000260560,3.79703,3.78529,3.78496,2.65244,0.56872,3.27329,3.27329,2.29241,0.946089,2.25611,2.25611,1.57969,1.35052,1.87138,1.87138,1.31095
211,1.825,1000260560,4.21074,3.87577,3.87501,2.71836,0.709231,3.3999,3.3999,2.37706,1.05197,2.41774,2.41774,1.69142,1.12219,1.87228,1.87228,1.31154
211,0.125,1000180400,2.04787,1.73742,1.73742,1.21422,1.93753,1.78497,1.78497,1.24996,0.94691,1.36108,1.36108,0.953292,1.22801,1.30032,1.30032,0.910967
211,0.375,1000180400,1.59329,3.3622,3.3622,2.35484,1.48465,2.39816,2.39816,1.67994,0.959896,1.51852,1.51852,1.06366,1.05704,1.45419,1.45418,1.01875
211,0.625,1000180400,2.288,3.52908,3.52907,2.47269,0.922947,2.5704,2.5704,1.79966,0.75705,1.73679,1.73679,1.21665,0.696219,1.49214,1.49214,1.04426
211,1.125,1000180400,3.33828,3.5029,3.50286,2.45182,0.815708,2.75842,2.75842,1.93148,0.556779,2.05824,2.05824,1.44189,0.27416,1.68414,1.68414,1.17979
211,0.875,1000180400,2.90722,3.49375,3.49373,2.44989,0.771752,2.57796,2.57796,1.8046,0.638565,1.87358,1.87358,1.3103,0.38253,1.56428,1.56428,1.09589
211,1.375,1000180400,4.02089,3.59277,3.59262,2.51798,0.80179,2.80735,2.80735,1.96623,0.381517,1.94715,1.94715,1.36406,0.202479,1.59441,1.59441,1.11695
211,0.125,1000080160,2.1287,1.49614,1.46623,1.10247,2.35252,1.25959,1.24696,0.908432,2.08687,1.01356,1.01321,0.711568,2.0737,1.0607,1.06015,0.744446
211,1.875,1000180400,5.25813,3.61681,3.61611,2.53449,0.415179,2.52917,2.52917,1.7712,0.768456,2.0251,2.0251,1.41823,-0.0449735,1.71017,1.71017,1.1979
211,1.625,1000180400,4.68547,3.64608,3.64564,2.5566,0.290378,2.57438,2.57438,1.79888,0.374477,2.02732,2.02732,1.41724,0.128405,1.68539,1.68539,1.17909
211,0.375,1000080160,3.08088,9.22107,3.80387,6.24595,2.25575,1.69754,1.62101,1.28853,2.31011,0.977334,0.976974,0.686553,2.20351,1.12197,1.12012,0.791778
211,0.625,1000080160,3.49048,10.0144,3.71256,6.17474,2.10406,1.67247,1.61414,1.25757,2.29176,0.971612,0.971308,0.682298,2.11924,1.17082,1.16745,0.827639
211,1.125,1000080160,5.49849,23.0675,4.16873,14.2053,2.12928,1.63854,1.58113,1.22794,2.45407,0.827033,0.826974,0.577971,2.0484,1.12726,1.12602,0.793962
211,1.625,1000080160,6.15911,22.0962,3.41604,11.4048,1.73294,1.62966,1.60222,1.19897,2.27175,0.885541,0.885491,0.619984,1.7658,1.40032,1.38435,1.00361
211,0.875,1000080160,4.44723,13.9566,3.79826,6.93961,2.05929,1.79472,1.7164,1.36401,2.32747,0.909223,0.909114,0.637567,2.14612,1.07619,1.07531,0.756909
211,1.375,1000080160,5.70018,21.4892,3.78049,13.0036,2.23553,1.58586,1.53002,1.18722,2.5436,0.900133,0.899895,0.631629,2.0381,1.24948,1.24516,0.889046
211,0.125,1000260560,2.01558,1.90662,1.90668,1.34333,2.0236,1.93047,1.93047,1.35205,1.71988,1.3813,1.3813,0.96764,1.84751,1.38161,1.38161,0.967838
211,0.625,1000260560,2.12662,3.57823,3.57822,2.50058,1.05459,2.8839,2.8839,2.01918,1.46516,1.7392,1.7392,1.21619,1.79847,1.65629,1.65629,1.16015
211,0.375,1000260560,1.65834,3.51275,3.51275,2.46096,1.43007,2.58128,2.58128,1.80819,1.72283,1.53739,1.53739,1.077,2.00575,1.54919,1.54919,1.08443
211,1.875,1000080160,7.81202,41.1565,3.9983,10.5739,1.84534,1.49023,1.47401,1.08217,2.37213,0.733218,0.732948,0.511856,1.82129,1.34173,1.33607,0.957311
211,1.625,1000260560,3.73793,3.81646,3.81611,2.67609,0.571429,3.20631,3.20631,2.24328,1.10592,2.23611,2.23611,1.56746,1.221,1.89504,1.89504,1.32894
211,0.875,1000260560,2.52897,3.77375,3.77368,2.64597,0.892328,2.92908,2.92908,2.05146,1.29918,1.95799,1.95799,1.3717,1.6176,1.75188,1.75188,1.2273
211,1.875,1000260560,4.3653,3.88365,3.88273,2.72624,0.281759,3.56754,3.56754,2.49721,1.51141,2.20482,2.20482,1.54406,1.08858,1.97393,1.97393,1.38564
211,1.125,1000260560,3.07723,3.77765,3.77751,2.64589,1.00126,2.98863,2.98863,2.09343,1.32461,1.93422,1.93422,1.35632,1.51827,1.77425,1.77425,1.2429
211,1.325,1000260560,3.33543,3.864,3.86371,2.70852,0.775676,3.06493,3.06493,2.14578,1.10276,2.19509,2.19509,1.53699,1.38881,1.84859,1.84859,1.29443
211,0.425,1000180400,2.02727,3.38596,3.38595,2.37045,1.26764,2.40285,2.40285,1.68318,0.939295,1.54523,1.54523,1.08232,0.984019,1.46815,1.46815,1.03125
211,0.675,1000180400,2.32579,3.44661,3.4466,2.41315,0.842342,2.4777,2.4777,1.73216,0.664008,1.78696,1.78696,1.24936,0.751915,1.58958,1.58958,1.11102
211,0.175,1000180400,1.88571,2.35847,2.35847,1.64679,1.86824,1.8849,1.8849,1.32029,0.99886,1.40016,1.40016,0.980547,1.19857,1.37392,1.37392,0.96072
211,1.175,1000180400,3.63212,3.6242,3.62408,2.53893,0.81758,2.45253,2.45253,1.71576,0.574392,2.05965,2.05965,1.44637,0.291757,1.63469,1.63469,1.14513
211,0.925,1000080160,4.33705,13.7811,3.79773,6.98455,2.24092,1.7535,1.66303,1.33682,2.45089,0.920214,0.919981,0.64587,2.25044,1.08207,1.08075,0.763702
211,1.425,1000080160,5.62376,19.6087,3.65902,12.8159,2.05777,1.99802,1.86321,1.54147,2.38244,0.910928,0.910784,0.639,2.02002,1.3447,1.33593,0.96883
211,1.925,1000180400,5.42357,3.7328,3.73143,2.61586,0.559524,2.6562,2.6562,1.86099,0.421739,2.11873,2.11873,1.48128,-0.15812,1.80922,1.80922,1.26747
211,0.675,1000080160,3.68249,10.8297,3.758,6.39747,2.00085,1.67959,1.62711,1.25779,2.33553,0.978914,0.978506,0.687804,2.06518,1.05783,1.05624,0.742663
211,0.425,1000080160,3.04984,10.3423,4.03678,7.07262,2.17235,1.65207,1.59039,1.24287,2.29834,0.980411,0.98005,0.68871,2.22413,1.07762,1.07611,0.75894
211,1.675,1000180400,4.88396,3.78035,3.77937,2.65314,0.419355,2.74754,2.74754,1.92465,0.481481,2.28378,2.28378,1.59789,-0.00739958,1.60482,1.60482,1.12429
211,1.175,1000080160,5.46186,20.7866,3.99135,13.8817,2.32559,1.59756,1.53131,1.2001,2.38264,0.903257,0.903132,0.632887,2.17491,1.2194,1.21475,0.869489
211,1.675,1000080160,6.89852,29.7298,3.66803,11.1634,2.22596,2.16146,1.94547,1.68469,2.52471,0.846458,0.846373,0.593648,1.70159,1.40643,1.39922,1.00744
211,0.175,1000080160,2.01499,2.28673,2.05084,1.78505,2.31892,1.3536,1.33314,0.987752,2.18302,0.990833,0.990518,0.694595,2.19229,1.08047,1.07939,0.760222
211,0.425,1000260560,1.69092,3.54077,3.54077,2.48054,1.49722,2.73305,2.73305,1.91277,1.68565,1.58031,1.58031,1.10708,1.92562,1.5746,1.5746,1.10309
211,1.425,1000180400,4.40932,3.62876,3.62847,2.54365,0.652672,2.67048,2.67048,1.8708,0.574935,1.98624,1.98624,1.3915,0.20922,1.67806,1.67806,1.17621
211,0.925,1000180400,3.05071,3.43789,3.43788,2.4084,0.880519,2.63726,2.63726,1.84609,0.579436,1.8659,1.8659,1.30638,0.346261,1.66333,1.66333,1.16496
211,1.925,1000080160,8.91259,49.6863,4.06429,9.89379,1.68041,1.51452,1.48747,1.09386,2.61439,0.747638,0.747429,0.522432,1.87196,1.17388,1.17261,0.82645
211,0.175,1000260560,1.84707,2.47102,2.47102,1.7292,1.87986,2.05497,2.05497,1.43935,1.78164,1.40679,1.40679,0.985556,1.93209,1.43903,1.43903,1.00835
211,0.675,1000260560,2.3093,3.68542,3.68538,2.58195,1.01049,2.80174,2.80174,1.961,1.4333,1.83399,1.83399,1.28481,1.74678,1.68549,1.68549,1.18065
211,1.925,1000260560,4.26105,3.77271,3.77221,2.64544,0.662712,3.26383,3.26383,2.28365,1.17054,2.29886,2.29886,1.60856,1.0873,1.90573,1.90573,1.33448
211,1.675,1000260560,3.95243,3.78753,3.78714,2.65417,0.67233,3.18884,3.18884,2.23151,1.2132,2.29786,2.29786,1.60994,1.16295,1.91152,1.91152,1.33906
211,1.175,1000260560,2.97337,3.87078,3.87057,2.71303,0.878049,3.12327,3.12327,2.188,1.25729,2.08234,2.08234,1.45876,1.40807,1.84418,1.84418,1.29168
211,0.925,1000260560,2.61433,3.75256,3.75249,2.62763,0.940808,2.9997,2.9997,2.10135,1.24522,1.99864,1.99864,1.40015,1.61205,1.77992,1.77992,1.24696
211,1.375,1000260560,3.42256,3.85982,3.85951,2.69967,1.01712,3.19741,3.19741,2.23961,1.0853,2.31332,2.31332,1.61856,1.35845,1.91849,1.91849,1.3436
211,0.475,1000180400,1.99913,3.28362,3.28362,2.30041,1.03502,2.41978,2.41978,1.69055,0.822638,1.59647,1.59647,1.1208,0.959444,1.47659,1.47659,1.0317
