category,quantity,particle,target,hA2018_slope,hA2018_intercept,hN2018_slope,hN2018_intercept,INCL_slope,INCL_intercept,Geant4_slope,Geant4_intercept
Sum,Mean,211,1000060120,1.011780523441641,4.132677984443758,3.477070813879066,4.052421633103407,3.6265122798514016,2.828382470135236,2.0634603575432995,0.7907148519443044
Sum,Std,211,1000060120,0.6410888902281412,0.822615184377458,0.6458013828304794,3.0129296469026325,0.4995439251306024,5.588095987044142,4.561418495447926,1.9466176476400867
Sum,Mean,211,1000180400,3.756449650122799,4.9279143894029795,8.70060340229022,6.190960666362735,20.160127418077046,-6.208516857627921,14.64063532888457,-2.0319378418848837
Sum,Std,211,1000180400,2.380456975626293,1.5442068001573128,1.7942159885685425,4.7223312875077745,5.249936174963758,6.591993117802911,1.9365526556757833,4.014308608528442
Sum,Mean,211,1000080160,1.3855905431020394,4.262823289671525,3.6267628960753444,5.164328654883771,6.737879437612618,-0.8536930444951674,4.986951813103582,-0.4038503137498082
Sum,Std,211,1000080160,0.9577746835601716,0.9198927595931945,-0.057803730597756786,3.961569453859388,4.777375942600795,4.43459195178188,5.092676152577938,2.3961209994926103
Sum,Mean,211,1000260560,5.259849172423712,5.594155117992793,12.105623474120113,5.877657077001826,14.739330270432522,-0.3058096527607699,15.239242426810385,-1.21185233678872
Sum,Std,211,1000260560,3.2469276462507772,1.9392852490443209,2.3655979914120353,5.47812505769075,9.243829403273207,3.101547254651418,3.2097955707983834,3.181452434666467
Difference,Mean,211,1000060120,2.9706900798297333,1.7185511351106646,-0.4207519974428706,2.5037120845454854,0.08015571669272425,2.333157282938464,-0.1192133095331549,2.1397962128580663
Difference,Std,211,1000060120,-0.06769571231091609,3.7091633231833,-0.00290917617980746,1.3203996218786447,-0.12596935785773877,0.8795048511324814,0.03140695096971835,0.9887907251045842
Difference,Mean,211,1000180400,2.3151120471013984,0.883748128933645,-1.0141983393074028,1.6760247156025647,-0.6528958198069994,1.170860999264403,-1.278981772366766,1.5420944922372268
Difference,Std,211,1000180400,0.3419192926713164,3.23237391311567,0.5228484284006498,2.1668226118147946,0.6911773433604311,1.2715812460520555,0.29777905237255897,1.3554274448718808
Difference,Mean,211,1000080160,2.845213433642093,1.8999079203441096,-0.23041554475863135,2.2927305327442014,0.2001596499413174,2.217229855780859,-0.07181845571404377,2.222082141999288
Difference,Std,211,1000080160,-0.11888836049341167,3.9285982690664554,0.11672125425674196,1.508472262852685,-0.10637335939985171,1.0267536313474854,0.03939002951043702,1.0879120837167753
Difference,Mean,211,1000260560,1.7741095348627343,0.9668533684158155,-1.102505456743254,1.8545823026972177,-0.8297148079108574,2.020216795518053,-0.7327459095844571,2.2716404546575735
Difference,Std,211,1000260560,0.4375608176117569,3.3556498493262286,0.877415580117469,2.260000860602058,0.8245461836363608,1.2338598264201739,0.41203603125833443,1.408086948269353
Sum,Mean,111,1000060120,0.7859797101250998,4.167570300210867,2.2538410894410745,5.12645054033543,-1.0836076728124482,5.926812120245653,0.0015859381864840039,1.9993590478019792
Sum,Std,111,1000060120,0.6783979304112353,0.7746159027138402,0.009721152873227723,3.080431387344251,10.101394553341194,0.5740905178036133,3.901122597584254,2.0430907151876965
