probe,ke,target,meanhA,meanErrhA,stdhA,stdErrhA,meannhN,meanErrhN,stdhN,stdErrhN,meanINCL,meanErrINCL,stdINCL,stdErrINCL,meanGeant4,meanErrGeant4,stdGeant4,stdErrGeant4211,0.325,1000060120,4.46857,1.04571,1.02031,0.789967,4.17663,9.47474,3.38508,5.87784,3.69787,2.70728,1.60588,1.91702,3.36566,11.2138,2.78637,4.37458
111,0.875,1000260560,9.99728,5.25733,4.71013,4.35189,15.2805,13.5494,7.30842,6.64937,6.44166,12.8678,8.34315,12.0532,10.6478,4.42349,4.24762,3.57675,,,,,,,,,,,,,,,,,,
111,0.925,1000260560,10.2678,5.743,5.08372,4.80076,15.5292,13.9228,7.70093,7.21398,6.47263,14.6749,9.25564,13.8058,11.1589,4.58303,4.43911,3.71338,,,,,,,,,,,,,,,,,,
111,0.975,1000260560,10.8586,5.89694,5.32304,4.96988,15.9993,13.9309,7.60157,6.96574,7.03041,12.7113,9.11401,13.2247,11.6746,4.42603,4.37461,3.53804,,,,,,,,,,,,,,,,,,
111,1.025,1000260560,10.9577,5.73513,5.23605,4.81761,16.6023,14.2799,7.81182,7.18796,6.72178,14.8495,9.75254,14.722,11.6937,4.77793,4.66397,3.88742,,,,,,,,,,,,,,,,,,
111,1.075,1000260560,11.1289,6.11039,5.53067,5.18411,17.2395,15.0657,8.36596,8.07723,8.40768,9.64231,8.92893,12.116,12.0951,4.65514,4.61314,3.74941,,,,,,,,,,,,,,,,,,
111,1.125,1000260560,11.2373,6.38496,5.74367,5.46423,17.6657,14.7832,7.7671,6.9569,8.44433,11.5891,10.4085,15.4729,12.2374,4.81045,4.76026,3.90143,,,,,,,,,,,,,,,,,,
111,1.175,1000260560,11.6007,6.49323,5.91237,5.59543,17.6043,14.7918,7.82471,7.06115,8.97049,9.39064,9.74114,13.556,12.338,5.07589,4.99318,4.16867,,,,,,,,,,,,,,,,,,
111,1.225,1000260560,11.8307,6.79601,6.19042,5.92896,17.6308,15.4134,8.46329,8.21019,9.72126,10.3001,10.0858,14.0955,12.6001,5.12464,5.06977,4.21234,,,,,,,,,,,,,,,,,,
111,1.275,1000260560,12.2187,6.64885,6.18464,5.79345,17.7628,15.5215,8.4711,8.18722,8.90907,13.1822,11.6784,18.776,12.7258,5.56309,5.44928,4.6678,,,,,,,,,,,,,,,,,,
111,1.325,1000260560,12.2882,6.8423,6.3509,6.01025,18.9069,17.1739,8.73112,8.64098,10.4392,10.091,10.9288,16.0451,13.1554,5.39879,5.38164,4.49077,,,,,,,,,,,,,,,,,,
111,1.375,1000260560,13.2073,6.48645,6.29808,5.69031,19.1513,17.4994,8.63044,8.40855,11.4905,10.7952,11.6188,17.7349,13.3656,5.47672,5.48092,4.57303,,,,,,,,,,,,,,,,,,
111,1.425,1000260560,12.8896,6.8364,6.50568,6.06595,19.8486,9.54989,8.37163,7.84966,11.1513,11.3204,11.0187,16.0485,13.1378,5.71293,5.64507,4.82648,,,,,,,,,,,,,,,,,,
111,1.475,1000260560,12.8842,7.22276,6.82476,6.52843,19.7519,13.5158,8.50686,8.13073,10.2804,10.6926,11.9806,19.2576,13.717,5.97286,5.97449,5.12583,,,,,,,,,,,,,,,,,,
111,1.525,1000260560,13.3244,7.17489,6.91467,6.54087,19.2122,17.4147,8.2425,7.61159,12.8568,13.6724,11.0791,15.7513,13.9982,5.65879,5.74454,4.77755,,,,,,,,,,,,,,,,,,
111,1.575,1000260560,13.9991,7.02026,6.97456,6.45869,19.9985,9.42264,8.14542,7.45744,12.5251,13.1945,11.1506,16.0481,14.1262,5.92675,6.01185,5.08978,,,,,,,,,,,,,,,,,,
111,1.625,1000260560,14.0478,13.379,7.24117,6.82662,20,17.943,8.62617,8.34539,13.6026,14.4763,10.9932,15.3153,14.0135,6.05536,6.10672,5.23555,,,,,,,,,,,,,,,,,,
111,1.675,1000260560,14.3858,13.5384,7.41,7.00789,20,17.7784,8.98917,9.14112,12.47,12.0825,11.8423,18.1855,14.4182,6.02612,6.16256,5.22331,,,,,,,,,,,,,,,,,,
111,1.725,1000260560,14.1481,13.5213,7.41105,7.06081,20,17.4403,8.959,9.08802,13.3915,11.6761,12.83,21.4065,14.365,6.14909,6.26641,5.37068,,,,,,,,,,,,,,,,,,
111,1.775,1000260560,14.6173,13.8887,7.81621,7.60854,20,16.6809,8.63013,8.31253,14.6814,14.4978,12.1167,18.6634,14.5021,6.30028,6.43935,5.5789,,,,,,,,,,,,,,,,,,
111,1.825,1000260560,14.7725,13.8577,7.75399,7.46224,20,17.6896,9.3099,9.87996,13.9977,10.6731,13.7809,24.7847,14.5034,6.64172,6.76726,6.02758,,,,,,,,,,,,,,,,,,
111,1.875,1000260560,15.676,13.7965,7.52935,6.89509,20,17.0152,8.46477,7.99026,12.7325,9.61745,13.2197,22.9283,14.5602,6.81947,6.95834,6.28984,,,,,,,,,,,,,,,,,,
111,1.925,1000260560,15.7937,14.303,8.09059,7.80813,20,17.277,10.3469,12.5081,13.5104,10.5777,13.4671,23.6189,14.7031,6.48029,6.6654,5.83796,,,,,,,,,,,,,,,,,,
111,1.975,1000260560,15.6828,14.3603,8.17819,8.02985,20,17.0234,8.89764,8.86545,16.363,15.6207,12.3031,19.1279,13.9572,13.358,7.22017,6.82308,,,,,,,,,,,,,,,,,,
111,2.025,1000260560,15.9701,14.5828,8.36028,8.31201,20,17.3233,9.8778,11.28,15.4497,15.6285,11.3843,16.0649,14.759,13.3463,7.13721,6.50496,,,,,,,,,,,,,,,,,,
211,0.075,1000060120,2,11.9563,0.648916,0.461465,2.00001,17.5735,2.96628,2.12496,2.43472,13.4893,1.36839,2.30979,2.46193,14.7745,1.67212,2.75414,,,,,,,,,,,,,,,,,,
211,0.125,1000060120,2,11.9322,1.2247,0.854349,2.00024,17.9977,2.99427,2.14948,2.9402,3.06323,1.35988,1.94052,2.00571,9.13396,2.03253,1.62918,,,,,,,,,,,,,,,,,,
211,0.175,1000060120,2.00006,16.5388,1.71934,1.19732,2.00028,9.3548,3.35711,2.51685,3.192,2.85172,1.41603,1.87682,2.60658,15.5733,2.19446,3.5635,,,,,,,,,,,,,,,,,,
211,0.225,1000060120,3.13186,3.44053,1.60967,2.23725,2.71402,16.5428,3.43523,6.50237,3.3364,3.08205,1.57047,2.05405,3.16024,10.9927,2.40675,3.65563,,,,,,,,,,,,,,,,,,
211,0.275,1000060120,4.24091,1.27466,1.15777,1.00632,3.99747,9.32649,3.10265,5.02575,3.53769,2.90434,1.60363,1.99788,3.39852,10.2822,2.6054,3.92829,,,,,,,,,,,,,,,,,,
211,0.375,1000060120,4.51206,1.05651,1.03195,0.797,5.57937,4.31707,2.96427,4.17135,3.79127,2.67548,1.63849,1.91946,2.00012,12.4327,3.23089,2.39017,,,,,,,,,,,,,,,,,,
211,0.425,1000060120,4.55037,1.1619,1.11873,0.890724,4.45368,10.0329,3.87181,14.0908,3.80911,2.98051,1.75302,2.10637,2.00056,14.8552,3.15636,2.316,,,,,,,,,,,,,,,,,,
211,0.475,1000060120,4.61842,1.16522,1.12697,0.889456,5.36882,5.86766,3.54608,6.27769,3.91729,2.94225,1.78986,2.10904,2.00011,12.4012,3.24497,2.41228,,,,,,,,,,,,,,,,,,
211,0.525,1000060120,4.66839,1.19438,1.15386,0.912796,4.39044,11.1095,4.07295,14.2286,4.143,2.77347,1.81479,2.04631,2.00096,13.3948,3.48388,2.67823,,,,,,,,,,,,,,,,,,
211,0.575,1000060120,4.71175,1.27659,1.22049,0.984667,6.49831,5.17971,3.71919,6.86494,4.16372,3.07607,1.93944,2.24522,2.00012,17.6237,3.35092,2.53382,,,,,,,,,,,,,,,,,,
211,0.625,1000060120,4.80366,1.25346,1.21116,0.957956,6.01991,10.5967,4.86465,13.993,4.17803,3.27549,2.02054,2.37994,2.0004,15.6477,3.71216,2.98712,,,,,,,,,,,,,,,,,,
211,0.675,1000060120,4.81205,1.35912,1.29168,1.05304,7.06915,6.54139,4.45885,14.7172,4.21636,3.57787,2.15486,2.59354,2.00001,17.0056,3.74319,3.01189,,,,,,,,,,,,,,,,,,
211,0.725,1000060120,4.83489,1.30017,1.24997,0.998483,6.26656,4.48587,3.27247,5.20473,4.72712,2.7692,2.01602,2.13751,2.00032,9.80004,4.61336,4.55499,,,,,,,,,,,,,,,,,,
211,0.775,1000060120,4.93102,1.46106,1.37833,1.13715,6.7418,5.42772,3.8643,7.51778,4.68495,2.87109,2.04846,2.21367,2.00051,11.3433,4.86958,5.12084,,,,,,,,,,,,,,,,,,
211,0.825,1000060120,4.92635,1.38603,1.3234,1.07041,7.61696,4.97916,3.51837,6.16768,4.79762,2.77903,2.04692,2.16754,2.49833,15.8546,4.67282,13.3675,,,,,,,,,,,,,,,,,,
211,0.875,1000060120,4.99661,1.53213,1.43615,1.19669,6.73873,3.89105,3.10484,4.53703,4.58554,3.21682,2.15456,2.4433,3.24663,9.21315,5.41563,14.3764,,,,,,,,,,,,,,,,,,
211,0.925,1000060120,5.14272,1.4465,1.38985,1.11217,7.51943,6.8269,4.45084,14.6667,4.7275,3.54674,2.34232,2.74185,2.0019,17.3868,6.32472,9.02972,,,,,,,,,,,,,,,,,,
211,0.975,1000060120,5.09282,1.48899,1.41666,1.15323,6.92848,10.7432,6.02571,19.0135,4.83074,2.88847,2.1008,2.24861,4.72368,9.97829,3.36095,5.786,,,,,,,,,,,,,,,,,,
211,1.025,1000060120,5.20792,1.61133,1.51771,1.25646,6.81794,6.11104,4.20017,14.8171,4.73627,3.74344,2.41662,2.92069,3.12558,17.4176,3.79756,13.18,,,,,,,,,,,,,,,,,,
211,1.075,1000060120,5.21659,1.64217,1.54039,1.28327,5.86836,10.7982,4.32325,14.6583,4.28073,4.61069,2.57142,3.45676,3.54568,17.2072,4.42208,13.7757,,,,,,,,,,,,,,,,,,
211,1.125,1000060120,5.37111,1.57769,1.51097,1.21759,6.41886,4.43977,3.31443,5.30399,4.98934,3.0552,2.22597,2.43102,2.00003,14.7571,3.89861,3.26623,,,,,,,,,,,,,,,,,,
211,1.175,1000060120,5.43405,1.56912,1.51034,1.20622,6.72028,4.80326,3.47712,6.09693,4.23735,4.68619,2.58126,3.50825,3.00859,16.7717,3.30482,5.95683,,,,,,,,,,,,,,,,,,
211,1.225,1000060120,5.39901,1.63722,1.55811,1.27002,7.98004,6.3093,3.93322,14.6584,4.28056,3.97045,2.3259,2.90319,2,11.1986,4.22467,3.8432,,,,,,,,,,,,,,,,,,
211,1.275,1000060120,5.48544,1.69439,1.60933,1.31774,7.08336,5.95916,4.2071,14.8991,4.4843,3.62907,2.27535,2.71915,2.00039,11.9342,4.35643,4.0936,,,,,,,,,,,,,,,,,,
211,1.325,1000060120,5.58342,1.63459,1.57418,1.25797,8.3451,6.13886,3.61893,6.66585,3.4312,13.9819,3.39245,6.13902,2,16.6411,3.78369,3.12004,,,,,,,,,,,,,,,,,,
211,1.375,1000060120,5.64369,1.70772,1.63559,1.32281,7.08568,6.23067,4.24047,14.7892,3.87637,11.2222,3.38887,6.10046,2,17.9917,3.7169,3.03915,,,,,,,,,,,,,,,,,,
211,1.425,1000060120,5.7122,1.61891,1.5724,1.23639,7.15445,11.573,4.9277,13.5859,3.35568,13.1887,3.14074,5.38795,2,17.6668,3.05183,2.2351,,,,,,,,,,,,,,,,,,
211,1.475,1000060120,5.80732,1.611,1.57232,1.2196,7.67974,4.05314,3.01592,4.4028,3.88962,9.12013,2.78157,4.16753,2.00059,13.8014,4.0806,3.62757,,,,,,,,,,,,,,,,,,
211,1.525,1000060120,5.82171,1.74731,1.68238,1.3524,7.14103,5.10744,3.6779,6.81383,3.28043,15.7645,3.51555,6.55716,2.00163,9.37729,3.45211,2.74202,,,,,,,,,,,,,,,,,,
211,1.575,1000060120,5.86558,1.67607,1.62975,1.28223,9.14656,14.3075,7.97882,21.2336,3.42436,14.2077,3.40557,6.22839,2.00028,16.6764,4.34917,3.94544,,,,,,,,,,,,,,,,,,
211,1.625,1000060120,5.96519,1.66345,1.62619,1.26534,8.29137,5.13274,3.20673,5.22698,3.58264,10.5708,2.83691,4.56579,2.00026,16.0036,4.57999,4.42714,,,,,,,,,,,,,,,,,,
211,1.675,1000060120,6.04278,1.6995,1.66088,1.29664,6.52796,9.58411,6.23711,20.9441,2.00025,16.0776,3.79198,3.05985,2.00002,17.76,3.94911,3.39873,,,,,,,,,,,,,,,,,,
211,1.725,1000060120,6.05231,1.79842,1.74147,1.39428,19.5369,9.50845,10.3173,16.8744,3.86039,9.94558,3.124,5.13789,2,17.7313,3.63776,2.99151,,,,,,,,,,,,,,,,,,
211,1.775,1000060120,6.04723,1.73865,1.69322,1.33488,9.21124,4.69966,2.65899,3.62973,4.45273,3.85917,2.33816,2.88052,2.00005,17.8315,2.38947,1.68618,,,,,,,,,,,,,,,,,,
211,1.825,1000060120,6.07933,1.83381,1.77141,1.42938,8.38277,4.25656,2.79299,3.92637,3.70487,3.50739,1.90064,2.40989,2,15.7316,3.12316,2.34344,,,,,,,,,,,,,,,,,,
211,1.875,1000060120,6.12608,1.691,1.65831,1.28095,10.0615,10.8928,5.01702,13.1997,2.00013,12.0072,4.90066,5.05125,2.00008,17.3889,4.33457,3.92327,,,,,,,,,,,,,,,,,,
211,1.925,1000060120,6.23179,1.76828,1.72917,1.35818,9.11046,5.69174,3.00677,4.6929,2.28679,15.7852,2.43221,4.01574,2,17.9379,3.25244,2.4036,,,,,,,,,,,,,,,,,,
211,1.975,1000060120,6.20549,1.78873,1.74439,1.3799,11.6949,13.1338,5.7314,17.3384,3.63669,9.83983,2.7685,4.30084,2,16.1997,3.95514,3.33699,,,,,,,,,,,,,,,,,,
211,2.025,1000060120,6.32642,1.7866,1.74958,1.37441,8.61815,5.87456,3.35728,5.71999,2.80701,13.6955,2.31295,3.66063,2.00033,17.8945,4.10238,3.55705,,,,,,,,,,,,,,,,,,
211,0.075,1000080160,2,11.3987,0.697417,0.489496,2.00007,17.9995,3.28207,2.28947,2.00008,14.3355,3.82094,2.70244,2.9315,9.42462,1.58195,2.31127,,,,,,,,,,,,,,,,,,
211,0.125,1000080160,2,11.7517,1.31404,0.916773,2.0001,17.9894,3.45413,2.41451,2.00006,13.9826,2.26086,1.57578,2.81786,10.9955,1.80194,2.76975,,,,,,,,,,,,,,,,,,
211,0.175,1000080160,2.00005,15.2005,1.80667,1.26148,2.00004,11.8151,3.90616,2.76232,2,17.3103,2.0804,1.44755,3.43484,3.75596,1.87513,2.51582,,,,,,,,,,,,,,,,,,
211,0.225,1000080160,3.03935,9.80793,1.88526,2.77353,2.48554,9.99398,4.15855,7.06791,2.41053,17.3233,1.96681,3.32411,3.96098,3.45754,1.99644,2.43522,,,,,,,,,,,,,,,,,,
211,0.275,1000080160,4.35928,1.49469,1.30926,1.18374,3.82906,12.6332,3.95665,6.2401,3.0042,9.7412,1.81599,2.65758,4.22755,3.52728,2.1381,2.52968,,,,,,,,,,,,,,,,,,
211,0.325,1000080160,4.70385,1.25877,1.20638,0.969042,4.83963,9.76837,3.82084,5.4992,3.30033,3.54531,1.72778,2.34315,4.15128,4.19023,2.36676,2.96221,,,,,,,,,,,,,,,,,,
211,0.375,1000080160,4.81091,1.36887,1.29862,1.06165,5.73338,5.75076,3.65876,4.75315,3.49062,3.40648,1.76352,2.29497,3.79815,9.22281,2.65127,3.64164,,,,,,,,,,,,,,,,,,
211,0.425,1000080160,4.85995,1.38554,1.31608,1.07384,6.02883,11.0115,4.08424,5.82584,3.52289,3.50632,1.81609,2.36683,3.81777,9.25237,2.6659,3.65915,,,,,,,,,,,,,,,,,,
211,0.475,1000080160,4.95564,1.46529,1.38424,1.13969,6.53644,6.3434,4.23982,6.19387,3.63061,3.69536,1.93923,2.51504,3.17284,14.5605,3.28281,5.12468,,,,,,,,,,,,,,,,,,
211,0.525,1000080160,4.97969,1.50265,1.41351,1.17136,6.99498,6.33065,4.41917,6.69557,3.88148,3.1223,1.84414,2.20884,3.01799,16.3251,3.42195,5.44181,,,,,,,,,,,,,,,,,,
211,0.575,1000080160,5.00809,1.56927,1.46314,1.2284,7.60863,5.42684,4.19248,5.82157,3.87565,3.69194,2.04733,2.5666,2.02735,13.9597,4.22272,4.2806,,,,,,,,,,,,,,,,,,
211,0.625,1000080160,5.14781,1.62636,1.52068,1.27183,8.57116,4.27829,3.75547,4.45554,4.08218,3.48664,2.05908,2.47882,2.5999,11.4896,4.09114,7.23947,,,,,,,,,,,,,,,,,,
211,0.675,1000080160,5.14863,1.75859,1.60852,1.38564,7.48477,4.68636,3.75282,4.557,4.37975,3.15794,2.05924,2.33077,2.65402,11.0456,4.33036,7.79075,,,,,,,,,,,,,,,,,,
211,0.725,1000080160,5.22398,1.86268,1.68644,1.47143,8.32664,4.72252,3.97362,5.12601,4.61136,2.92848,2.04877,2.20482,2.5182,11.805,5.02712,17.276,,,,,,,,,,,,,,,,,,
211,0.775,1000080160,5.32926,1.78521,1.65284,1.40238,7.84936,5.08017,4.0771,5.44901,4.57559,3.1085,2.10922,2.32605,4.62791,10.6987,4.50377,7.57337,,,,,,,,,,,,,,,,,,
211,0.825,1000080160,5.38314,1.9066,1.74018,1.50405,8.5821,4.42263,3.8431,4.69859,4.59999,3.06954,2.10388,2.30676,5.44413,10.6306,3.8493,5.35976,,,,,,,,,,,,,,,,,,
211,0.875,1000080160,5.52675,1.86686,1.73557,1.46503,8.35297,4.45439,3.83207,4.6864,4.82644,3.1298,2.20825,2.37796,5.47594,10.6521,3.86964,5.40085,,,,,,,,,,,,,,,,,,
211,0.925,1000080160,5.54815,1.83926,1.71949,1.44045,8.29952,5.04955,4.16751,5.71503,4.92597,3.11893,2.23744,2.37217,5.78711,5.78451,3.67673,4.8191,,,,,,,,,,,,,,,,,,
211,0.975,1000080160,5.65534,2.05572,1.87936,1.62213,7.74103,4.57644,3.77234,4.56732,4.73306,3.80023,2.45368,2.81364,6.28253,5.40914,3.70781,4.67689,,,,,,,,,,,,,,,,,,
211,1.025,1000080160,5.72927,2.18513,1.9727,1.72993,7.4925,11.7185,5.12153,9.3254,4.86758,3.52848,2.39084,2.65232,3.45255,15.6331,5.30106,18.4384,,,,,,,,,,,,,,,,,,
211,1.075,1000080160,5.85764,2.10831,1.94423,1.66146,8.11334,5.92821,4.61904,7.28051,4.66311,3.37479,2.24999,2.51393,3.97037,16.0538,4.97057,9.24594,,,,,,,,,,,,,,,,,,
211,1.125,1000080160,5.89138,2.11869,1.95595,1.66972,8.99102,5.02196,4.21019,5.85583,4.78041,4.48292,2.75003,3.29262,6.06579,4.54303,3.24713,3.68425,,,,,,,,,,,,,,,,,,
211,1.175,1000080160,6.07137,2.14642,2.00042,1.68672,8.333,5.29402,4.31254,6.19398,4.7945,3.8179,2.48404,2.836,2.00302,11.116,5.36545,4.42869,,,,,,,,,,,,,,,,,,
211,1.225,1000080160,6.09472,2.09295,1.96639,1.63894,7.99756,5.32975,4.2566,6.01468,4.70958,3.87463,2.47171,2.85568,2.00124,15.4759,5.2011,4.18744,,,,,,,,,,,,,,,,,,
211,1.275,1000080160,6.12561,2.10029,1.97544,1.64407,8.90345,3.87126,3.51874,3.8179,4.35363,5.02775,2.81095,3.62501,2.00002,14.5997,5.23979,4.1821,,,,,,,,,,,,,,,,,,
211,1.325,1000080160,6.22416,2.31043,2.1326,1.82397,8.31155,4.64097,3.92488,4.97904,3.74304,9.5334,2.9273,4.14525,2.00382,9.0002,5.14394,4.36398,,,,,,,,,,,,,,,,,,
211,1.375,1000080160,6.36632,2.1225,2.01985,1.65211,8.86424,6.23361,4.93264,8.4416,4.73083,4.59216,2.78206,3.35742,2.0001,9.01907,4.8258,3.65991,,,,,,,,,,,,,,,,,,
211,1.425,1000080160,6.51792,2.25026,2.13024,1.75951,8.95518,6.13142,4.85439,8.19818,4.18389,9.66863,2.94794,3.9464,3.78071,14.3706,4.23864,7.10409,,,,,,,,,,,,,,,,,,
211,1.475,1000080160,6.51943,2.43914,2.26184,1.92779,9.69158,5.16752,4.23199,5.898,2.79349,16.5782,4.00008,6.76208,2.00013,9.48245,5.94702,5.29556,,,,,,,,,,,,,,,,,,
211,1.525,1000080160,6.70727,2.24018,2.14378,1.74129,9.52052,4.475,3.83448,4.70112,4.41975,4.91322,2.78899,3.54394,2.00002,17.953,4.7826,3.65637,,,,,,,,,,,,,,,,,,
211,1.575,1000080160,6.74139,2.321,2.20746,1.81347,9.7999,7.22503,5.33622,10.124,4.12428,9.81374,2.72037,3.578,2.00014,17.337,4.5293,3.35956,,,,,,,,,,,,,,,,,,
211,1.625,1000080160,6.89892,2.2728,2.18765,1.76154,9.70007,4.7551,3.988,5.13082,2.68767,17.4386,3.4308,5.64414,2.00007,16.6876,4.86179,3.70162,,,,,,,,,,,,,,,,,,
211,1.675,1000080160,6.9403,2.12464,2.07353,1.62216,10.3744,4.52188,3.6767,4.35378,4.49536,4.60867,2.68377,3.32303,2.00019,17.989,5.54671,4.63464,,,,,,,,,,,,,,,,,,
211,1.725,1000080160,6.87943,2.30057,2.20695,1.78821,10.2376,5.28215,4.1377,5.65519,3.18547,13.6718,3.109,4.79101,2.00003,12.2176,5.19654,4.12775,,,,,,,,,,,,,,,,,,
211,1.775,1000080160,7.08189,2.29762,2.2237,1.77534,10.5113,3.85888,3.2571,3.41869,4.542,3.97013,2.43882,2.8854,2.0001,17.549,4.67535,3.49127,,,,,,,,,,,,,,,,,,
211,1.825,1000080160,7.29907,2.31358,2.25422,1.77977,10.9998,6.03882,4.17216,5.92715,2.00049,9.76701,3.96679,2.82101,2.00114,10.4417,4.72701,3.58426,,,,,,,,,,,,,,,,,,
211,1.875,1000080160,7.2597,2.24749,2.1973,1.71903,10.4435,4.90406,3.8282,4.84538,3.83782,10.2355,3.3183,4.82931,2.00017,9.00369,4.7398,3.58645,,,,,,,,,,,,,,,,,,
211,1.925,1000080160,7.46379,2.28817,2.24484,1.74724,10.0632,3.96826,3.44041,3.73139,4.45615,4.4999,2.62136,3.2354,2,16.1159,5.97189,5.39263,,,,,,,,,,,,,,,,,,
211,1.975,1000080160,7.44267,2.37489,2.31482,1.83189,10.63,7.2622,4.93252,8.62552,3.87471,9.0692,2.92704,4.07389,2.00003,17.9683,5.10754,4.01573,,,,,,,,,,,,,,,,,,
211,2.025,1000080160,7.54475,2.26538,2.23013,1.71682,9.93979,3.90344,3.42992,3.68047,2.00016,17.6272,4.05435,2.8878,2.00011,15.9747,4.62671,3.4629,,,,,,,,,,,,,,,,,,
211,0.075,1000180400,2.00001,2.86647,1.06161,0.741074,2.00069,9.99392,4.89801,3.41943,3.07531,9.2508,1.75151,2.5129,2.00001,15.7894,2.16346,1.50748,,,,,,,,,,,,,,,,,,
211,0.125,1000180400,2.00007,11.8602,2.0244,1.4144,2.00097,11.7562,5.13564,3.58792,3.59597,3.45323,1.83036,2.34964,2.00001,15.9669,2.39607,1.66958,,,,,,,,,,,,,,,,,,
211,0.175,1000180400,2,15.3241,2.97324,2.07228,2.00046,16.5888,5.65441,3.95447,2.00019,13.4306,3.35997,2.34369,2.46064,17.6206,2.75392,4.43325,,,,,,,,,,,,,,,,,,
211,0.225,1000180400,2.00111,16.6985,3.66024,2.60107,3.60437,17.1432,5.67395,8.96319,2.00023,11.1925,3.75254,2.62097,3.53693,10.0208,2.78039,4.00271,,,,,,,,,,,,,,,,,,
211,0.275,1000180400,5.45516,3.36093,2.5173,2.59935,4.82968,13.3672,5.84829,8.72309,2.00001,9.36904,4.07511,2.83657,4.29744,9.91127,2.90655,3.79837,,,,,,,,,,,,,,,,,,
211,0.325,1000180400,6.15081,2.59136,2.2957,2.06079,6.5656,10.8366,5.58815,7.16914,2.00011,14.6336,4.57579,3.18583,4.44339,9.96215,3.09222,4.03975,,,,,,,,,,,,,,,,,,
211,0.375,1000180400,6.40085,2.78223,2.45716,2.21709,8.36288,6.86624,5.20963,5.69068,2.00011,16.8774,5.07737,3.53633,4.61002,9.99556,3.33245,4.36043,,,,,,,,,,,,,,,,,,
211,0.425,1000180400,6.59825,2.90316,2.56768,2.3154,9.66172,6.36997,5.31989,5.33401,2.00001,17.6711,5.63014,3.93267,4.29743,9.63516,3.82264,5.37125,,,,,,,,,,,,,,,,,,
211,0.475,1000180400,6.70056,2.95256,2.61673,2.35626,10.3228,6.69742,5.69873,5.70512,2,16.9367,6.22328,4.3396,4.90637,9.89611,3.89033,5.15641,,,,,,,,,,,,,,,,,,
211,0.525,1000180400,6.76706,3.31923,2.84413,2.65171,11.1152,6.61691,5.87628,5.68024,2,16.5681,6.89146,4.80161,5.15348,10.0019,4.18568,5.52719,,,,,,,,,,,,,,,,,,
211,0.575,1000180400,7.05136,3.34101,2.91849,2.67467,12.15,6.09347,5.7509,5.20922,2.00029,15.0354,7.60871,5.30289,5.79447,10.7205,4.44998,5.62409,,,,,,,,,,,,,,,,,,
211,0.625,1000180400,7.30046,3.46356,3.03992,2.77895,13.001,5.91511,5.78404,5.04452,2.0006,10.8816,8.17915,5.69702,6.68288,6.27411,4.3066,4.95535,,,,,,,,,,,,,,,,,,
211,0.675,1000180400,7.35798,3.62757,3.14777,2.91423,12.9172,6.07134,5.89287,5.21151,2,9.03034,8.74676,6.10032,7.42764,5.64547,4.23786,4.51652,,,,,,,,,,,,,,,,,,
211,0.725,1000180400,7.4052,4.19526,3.47293,3.36934,12.2166,6.49917,6.07101,5.63546,2.00017,16.8642,9.14438,6.38317,8.33443,4.99025,4.14633,4.05947,,,,,,,,,,,,,,,,,,
211,0.775,1000180400,7.87176,3.71063,3.30333,2.98816,12.7867,6.23159,5.99712,5.37689,2.00382,11.8768,9.55731,6.84998,8.95347,4.6355,4.09013,3.78604,,,,,,,,,,,,,,,,,,
211,0.825,1000180400,8.14554,3.94011,3.50026,3.18155,13.0305,6.53828,6.29459,5.73501,2.04727,17.3245,10.026,12.3575,9.49894,4.39218,4.04323,3.57443,,,,,,,,,,,,,,,,,,
211,0.875,1000180400,8.31798,3.91576,3.51726,3.16267,13.6829,6.1727,6.13987,5.3559,2.00968,12.0204,10.0851,7.92137,9.94886,3.99295,3.82995,3.19485,,,,,,,,,,,,,,,,,,
211,0.925,1000180400,8.50655,4.16915,3.71166,3.38049,14.1151,6.36203,6.40576,5.61055,3.9387,9.81136,10.2807,17.1753,10.3089,4.42464,4.19921,3.58862,,,,,,,,,,,,,,,,,,
211,0.975,1000180400,8.51743,4.5946,3.96763,3.74091,13.6836,6.71172,6.61034,6.00037,4.18632,9.85549,10.1976,16.9416,10.5234,4.66497,4.4065,3.8095,,,,,,,,,,,,,,,,,,
211,1.025,1000180400,8.79814,4.41072,3.92271,3.58797,13.7411,6.73258,6.64526,6.03228,5.00218,12.075,10.4567,17.0089,10.7375,4.29267,4.15873,3.44844,,,,,,,,,,,,,,,,,,
211,1.075,1000180400,8.95572,4.7857,4.18599,3.91258,13.6089,13.2421,7.08731,6.73149,6.14186,15.9161,10.0943,15.7546,10.8787,4.55197,4.37662,3.69254,,,,,,,,,,,,,,,,,,
211,1.125,1000180400,9.28873,4.39877,4.01105,3.58186,13.9499,6.90532,6.85619,6.2931,6.37831,15.8042,10.3189,15.9706,11.0452,4.79654,4.58508,3.9238,,,,,,,,,,,,,,,,,,
211,1.175,1000180400,9.28866,4.70972,4.20749,3.8567,14.4873,13.3211,7.13319,6.56706,6.98303,14.9723,10.2914,15.7289,11.1721,4.75073,4.56877,3.87495,,,,,,,,,,,,,,,,,,
211,1.225,1000180400,9.54306,5.16786,4.55259,4.26005,14.9894,6.47968,6.74624,5.88447,7.18025,14.2024,10.0527,15.1423,11.0437,5.09044,4.80159,4.20471,,,,,,,,,,,,,,,,,,
