probe,ke,target,consthA,constErrhA,slopehA,slopeErrhA,consthN,constErrhN,slopehN,slopeErrhN,constINCL,constErrINCL,slopeINCL,slopeErrINCL,constGeant4,constErrGeant4,slopeGeant4,slopeErrGeant4
2112,0.775,1000080160,0.195576,0.318135,0.178087,0.304333,0.309521,0.466491,0.303802,0.368709,0.229956,0.367566,0.227212,0.331818,0.32268,0.485985,0.319577,0.380546
2112,0.825,1000080160,0.207838,0.334336,0.192417,0.310118,0.299902,0.45456,0.293683,0.362683,0.222611,0.357322,0.218733,0.327426,0.303501,0.459637,0.299709,0.367341
2112,0.875,1000080160,0.207948,0.334678,0.193027,0.310676,0.295587,0.448043,0.289646,0.359997,0.212347,0.344516,0.20752,0.322969,0.281539,0.430192,0.275993,0.35254
2112,0.925,1000080160,0.197432,0.320563,0.181708,0.306314,0.293933,0.445739,0.287481,0.35848,0.211963,0.344079,0.20723,0.322944,0.290386,0.443105,0.285582,0.358888
2112,0.975,1000080160,0.204122,0.328894,0.188842,0.308616,0.295627,0.449379,0.28992,0.360824,0.203491,0.333503,0.199927,0.321221,0.278682,0.427601,0.272779,0.351153
2112,1.025,1000080160,0.206712,0.332751,0.190798,0.309263,0.282044,0.431153,0.274475,0.351079,0.20476,0.335218,0.201742,0.322148,0.276658,0.425328,0.271178,0.350608
2112,1.075,1000080160,0.211613,0.339117,0.196636,0.311743,0.295593,0.449198,0.289959,0.360812,0.207678,0.339162,0.205771,0.32419,0.268632,0.414699,0.263132,0.346205
2112,1.125,1000080160,0.209218,0.335931,0.193578,0.31031,0.287268,0.438299,0.280821,0.355218,0.204181,0.334762,0.201792,0.322658,0.263678,0.408057,0.256665,0.342157
2112,1.175,1000080160,0.202997,0.3279,0.188612,0.309235,0.291826,0.444388,0.285932,0.358418,0.20345,0.333917,0.201138,0.322539,0.2694,0.415346,0.263263,0.345857
2112,1.225,1000080160,0.204258,0.329088,0.189103,0.308774,0.279756,0.428275,0.272292,0.349959,0.20113,0.331003,0.198436,0.321507,0.278909,0.428998,0.276858,0.355393
2112,1.275,1000080160,0.212533,0.340308,0.198403,0.312768,0.275806,0.42298,0.267831,0.347261,0.199106,0.328669,0.196657,0.321237,0.275051,0.42349,0.270007,0.35026
2112,1.325,1000080160,0.21434,0.342852,0.201321,0.314455,0.283609,0.432201,0.276709,0.352115,0.201637,0.331592,0.198898,0.321594,0.268184,0.414803,0.263842,0.347361
2112,1.375,1000080160,0.205936,0.332224,0.19104,0.310097,0.29418,0.447072,0.289725,0.360976,0.203605,0.334408,0.202108,0.323451,0.281482,0.433012,0.279652,0.357342
2112,1.425,1000080160,0.214282,0.342523,0.200558,0.313711,0.288683,0.440121,0.283673,0.357366,0.204192,0.334942,0.202247,0.323135,0.268788,0.415657,0.264509,0.347771
2112,1.475,1000080160,0.213057,0.340715,0.198362,0.312343,0.286222,0.43688,0.279852,0.354671,0.204735,0.335804,0.20334,0.323878,0.279429,0.428368,0.275521,0.353328
2112,1.525,1000080160,0.214629,0.342819,0.200605,0.313507,0.293357,0.445907,0.286467,0.358148,0.205659,0.337156,0.204856,0.324789,0.277249,0.426859,0.273277,0.352692
2112,1.575,1000080160,0.213794,0.341661,0.199299,0.31277,0.303147,0.459599,0.298137,0.366145,0.214331,0.348755,0.213396,0.327976,0.271357,0.419001,0.26673,0.348813
2112,1.625,1000080160,0.213821,0.342199,0.200687,0.314181,0.290474,0.442573,0.284659,0.357689,0.215056,0.349634,0.215655,0.329546,0.279052,0.428702,0.276224,0.354517
2112,1.675,1000080160,0.214005,0.342596,0.20136,0.314741,0.291156,0.443642,0.285539,0.358349,0.21683,0.352195,0.218095,0.330944,0.282333,0.433493,0.279472,0.356554
2112,1.725,1000080160,0.22396,0.355504,0.211374,0.318609,0.300371,0.455556,0.294685,0.363645,0.21582,0.351133,0.216966,0.330595,0.291415,0.445501,0.288984,0.362221
2112,1.775,1000080160,0.223125,0.354619,0.210871,0.318661,0.31087,0.468565,0.305577,0.370091,0.226849,0.36498,0.228859,0.335491,0.291221,0.446646,0.291605,0.365448
2112,1.825,1000080160,0.215809,0.344858,0.203566,0.3157,0.32151,0.483452,0.316543,0.377522,0.218243,0.354559,0.220686,0.33282,0.284728,0.439253,0.286185,0.363239
2112,1.875,1000080160,0.206783,0.333601,0.192704,0.311208,0.320361,0.481609,0.315084,0.376338,0.225617,0.364535,0.229369,0.337158,0.303579,0.463182,0.304742,0.373751
2112,1.925,1000080160,0.222717,0.354302,0.210887,0.318972,0.311062,0.46969,0.306334,0.371142,0.235699,0.378262,0.240531,0.342794,0.300819,0.457579,0.299611,0.368871
2112,1.975,1000080160,0.216188,0.344935,0.20295,0.314789,0.316847,0.476969,0.312151,0.374663,0.252215,0.39961,0.258745,0.35204,0.283341,0.435517,0.281088,0.358025
