category,quantity,particle,target,hA2018_slope,hA2018_intercept,hN2018_slope,hN2018_intercept,INCL_slope,INCL_intercept,Geant4_slope,Geant4_intercept
Sum,Mean,-211,1000060120,0.5696119001035327,4.324273799576033,2.6727119050920196,4.796794036195156,1.6046744892770155,3.957605469251054,2.174935434763274,3.491127256181981
Sum,Std,-211,1000060120,0.6399742623900592,0.8138944548066243,-1.0660015249097667,3.850510476109765,0.6833805348471271,1.270522576483033,0.22454938983294603,2.5106851485414454
Sum,Mean,-211,1000180400,3.5162313152337275,5.154259672907285,9.895961643713513,5.564202332360347,2.526843564719284,2.6840278309973304,8.933206376010679,4.9506079915747705
Sum,Std,-211,1000180400,2.4773775922888537,1.6364100020105472,1.6533136017179415,5.441323148688552,15.149475275452964,0.6314935207097463,1.6129095463392455,2.956037894060081
Sum,Mean,-211,1000080160,0.8837151738299402,4.4689897790179405,4.711798735966163,4.792584954081754,2.2670065004321467,3.5105159685179794,3.134856749944795,3.738061626917351
Sum,Std,-211,1000080160,1.0132713602221943,0.8936431895883731,-0.22457055353508704,4.186559334407552,0.7001368921390323,1.3925150705248326,2.287686715237726,1.9011757019683144
Sum,Mean,-211,1000260560,4.997928286144044,6.0121974291478075,13.410483766473257,5.035080232621656,5.885255174012013,6.101212910515674,11.63545569993936,4.179031744752521
Sum,Std,-211,1000260560,2.79214997125669,2.435768384345578,2.575165558198961,5.8238802487972485,10.73228152305595,-0.39632492084080484,1.6619635472762373,3.3969786496386485
Difference,Mean,-211,1000060120,2.627223569242198,-1.779612624232199,0.3299635398446521,-1.4724073558471518,-0.09907004462919433,-1.246031229790338,0.11486843695127325,-1.3452872984364992
Difference,Std,-211,1000060120,0.2322318985699936,3.53360922149595,-0.03567227865323086,1.3609105686806495,-0.061820879792999994,0.8449977747657587,0.0011934856484326906,0.7029829442207091
Difference,Mean,-211,1000180400,1.5803332742218306,-1.8053898499424554,-0.1706841131704977,-2.016788608835398,-1.0165554702208563,-3.256869845452839,-1.231755852299513,-3.0976665264154946
Difference,Std,-211,1000180400,0.4720453559266642,3.245863118714462,0.576328261714228,2.183790606649857,0.03494264974510952,1.4167060206350204,-0.3028736327673305,1.608229923550499
Difference,Mean,-211,1000080160,2.563353214599956,-1.8726558536477342,0.11224065479030043,-1.281191600389131,-0.11730099364328833,-1.0834327481454873,0.035008022631744795,-1.2000826338078276
Difference,Std,-211,1000080160,0.10777660702163372,3.617710097536275,0.022026513075098952,1.5505225056338199,0.050114822972765705,0.9519413413170845,0.14881070491459225,0.7212441323026908
Difference,Mean,-211,1000260560,1.1250774724355896,-2.0636905786154065,-0.10268749435820446,-1.839467832415783,-1.4280469205527582,-2.4361803690722423,-1.5384214993872558,-2.060293717261964
Difference,Std,-211,1000260560,0.4426624494496094,3.405793140638395,0.7464078750437011,2.3789615792699674,0.3710609068139834,1.2765225929854136,-0.15516428928159964,1.6368980291336357
